FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_57df,4930,QUADRA 18 FRENTE AO TERMINAL RODOVIRIO RUA 11,ATIVA,SEM ESTRUTURA,Concreto,POINT (202945.4253968944 8268132.778199255)
Paradas de onibus.fid-70332a8e_1869e51a008_57e0,4926,QUADRA 16 - ENTRE CONJUNTOS A  E  B RUA 08,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (202235.26649245748 8268211.182054792)
Paradas de onibus.fid-70332a8e_1869e51a008_57e1,4931,QUADRA 18 - EM FRENTE AO RESERVATORIO N 03 DA CAESB RUA 11,ATIVA,SEM ESTRUTURA,Padrão,POINT (202873.3052904969 8268273.789402058)
Paradas de onibus.fid-70332a8e_1869e51a008_57e2,4928,ENTRADA QUADRA 16 CONJUNTO K LADO OPOSTO RESERVATORIO DA CAESB RUA 11,ATIVA,SEM ESTRUTURA,Padrão,POINT (202842.4939896562 8268292.876252663)
Paradas de onibus.fid-70332a8e_1869e51a008_57e3,4929,QUADRA 16 LADO OPOSTO AO TERMINAL DA QUADRA 18 RUA 11,ATIVA,SEM ESTRUTURA,Habitual,POINT (202950.44248224696 8268084.456655134)
Paradas de onibus.fid-70332a8e_1869e51a008_57e4,4756,PASSARELA LADO OPOSTO A QUADRA 16 (EM FRENTE A VIPLAN) BR-020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202542.9011582734 8267766.601804849)
Paradas de onibus.fid-70332a8e_1869e51a008_57e5,4793,PASSARELA EM FRENTEO A QUADRA 16 (EM FRENTE A VIPLAN) BR-020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202487.76742592346 8267793.400664886)
Paradas de onibus.fid-70332a8e_1869e51a008_57e6,4932,QUADRA 17 CONJUNTO A RUA 08,ATIVA,ACOSTAMENTO OU BAIA,Canalete 90,POINT (202530.5605795905 8268385.272495924)
Paradas de onibus.fid-70332a8e_1869e51a008_57e7,4927,QUADRA 16 CONJUNTOS G  E   I  RUA 08,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202557.17019322247 8268377.6000208985)
Paradas de onibus.fid-70332a8e_1869e51a008_57e8,4757,LADO OPOSTO  QUADRA 18 BR-020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202910.3011479301 8267946.736030313)
Paradas de onibus.fid-70332a8e_1869e51a008_57e9,4792,EM FRENTE A  QUADRA 18 BR-020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (202893.6756388966 8267990.993814243)
Paradas de onibus.fid-70332a8e_1869e51a008_57ea,7777,AV INDEPENDENCIA - SETOR RESIDENCIAL OESTE - QUADRA J - CONJUNTO 08 - CASA 01/02,ATIVA,,Tipo C,POINT (215333.34601026942 8272837.768336878)
Paradas de onibus.fid-70332a8e_1869e51a008_57eb,7776,AV INDEPENDENCIA - VILA NOSSA SENHORA DE FATIMA,ATIVA,,Tipo C,POINT (215340.07770131942 8273081.015229032)
Paradas de onibus.fid-70332a8e_1869e51a008_57ec,3132,BAIRRO JARDIM RORIZ CONJUNTO A INDEPENDENCIA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (215375.17977349425 8272955.858435917)
Paradas de onibus.fid-70332a8e_1869e51a008_57ed,3141,VILA N.S. FATIMA QUADRA F CONJUNTO F3 CASA 35 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (215294.63515908387 8273052.606496707)
Paradas de onibus.fid-70332a8e_1869e51a008_57ee,3140,VILA N.S. FATIMA QUADRA C CONJUNTO C3 CASA 16 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (215088.91151630465 8273059.552210363)
Paradas de onibus.fid-70332a8e_1869e51a008_57ef,3139,VILA N.S. FATIMA QUADRA 2 CONJUNTO A2 CASA 06 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (214921.47584744677 8273066.130588079)
Paradas de onibus.fid-70332a8e_1869e51a008_57f0,3138,VILA N.S. FATIMA QUADRA A CONJUNTO A7 CASA 33 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (214840.45775348134 8273111.710517966)
Paradas de onibus.fid-70332a8e_1869e51a008_57f1,3118,LADO OPOSTO JARDIM RORIZ  CONJ. A - INICIO BAIRRO DE FATIMA INDEPENDENCIA,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (215340.91316932987 8273079.422279874)
Paradas de onibus.fid-70332a8e_1869e51a008_57f2,3181,ENTREQUADRA 1 COMERCIO LOCAL VILA RORIZ,ATIVA,SEM ESTRUTURA,Habitual,POINT (215419.82887126692 8273121.862860688)
Paradas de onibus.fid-70332a8e_1869e51a008_57f3,1321,Comercio local - Emporio Serrana Av. do Sol,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202065.28169851826 8243741.083799225)
Paradas de onibus.fid-70332a8e_1869e51a008_57f4,1318,Lateral do Condominio Quintas do Sol Av. do Sol,ATIVA,SEM ESTRUTURA,Placa,POINT (200877.4631517738 8243857.031789691)
Paradas de onibus.fid-70332a8e_1869e51a008_57f5,1320,Comercio local - Emporio Serrana Av. do Sol,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202022.5887175015 8243723.623175682)
Paradas de onibus.fid-70332a8e_1869e51a008_57f6,1319,Condominio Residencial Interlagos Av. do Sol,ATIVA,SEM ESTRUTURA,Tipo C,POINT (201757.4728590569 8243665.225203)
Paradas de onibus.fid-70332a8e_1869e51a008_57f7,2911,KM 07 LOGO APOS O PAD-DF DF 251,ATIVA,SEM ESTRUTURA,Concreto,POINT (226018.18766078382 8229432.815663023)
Paradas de onibus.fid-70332a8e_1869e51a008_57f8,2912,POSTO DE SAUDE PAD-DF DF 251,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (226961.36173001362 8228312.906383248)
Paradas de onibus.fid-70332a8e_1869e51a008_57f9,2684,VIA INTERNA PAD/DF- CENTRO DE ENSINO PAD/DF INTERNA PAD/DF,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (226491.78941340116 8228411.476548458)
Paradas de onibus.fid-70332a8e_1869e51a008_57fa,2917,LADO OPOSTO AO POSTO DE SAUDE PAD-DF DF 251,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (226939.9606251063 8228443.936762543)
Paradas de onibus.fid-70332a8e_1869e51a008_57fb,2934,LADO OPOSTO - ANTES DO PAD-DF DF 251,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (225951.33900289965 8229466.105504822)
Paradas de onibus.fid-70332a8e_1869e51a008_57fc,2685,EM FRENTE AO POSTO DE SAUDE DO PAD-DF INTERNA PAD/DF,ATIVA,SEM ESTRUTURA,Habitual,POINT (226498.25529229705 8228428.339761039)
Paradas de onibus.fid-70332a8e_1869e51a008_57fd,2816,LADO OPOSTO DEPOIS DA FAZENDA LAS VEGAS DF 130,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (216458.4301526256 8253511.760117451)
Paradas de onibus.fid-70332a8e_1869e51a008_57fe,2775,DEPOIS DA FAZENDA LAS VEGAS DF 130,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (216417.5510262538 8253535.790996754)
Paradas de onibus.fid-70332a8e_1869e51a008_57ff,3052,SETOR DE CHACARAS DF 128,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (217510.90049024852 8280299.071828032)
Paradas de onibus.fid-70332a8e_1869e51a008_5800,3049,LADO OPOSTO SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (216503.52479666274 8279261.841673023)
Paradas de onibus.fid-70332a8e_1869e51a008_5801,6310, DF 128 - Norte,ATIVA,SEM ESTRUTURA,Padrão,POINT (215015.1696722415 8277760.436945071)
Paradas de onibus.fid-70332a8e_1869e51a008_5802,3064,SETOR DE CHACARAS DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (217470.55074621632 8280304.674624835)
Paradas de onibus.fid-70332a8e_1869e51a008_5803,3065,SETOR DE CHACARAS RURAL QUINTAS DO VALE VERDE ENTRADA 4 DF 128,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (217186.00798582134 8279997.920265625)
Paradas de onibus.fid-70332a8e_1869e51a008_5804,3046,LADO OPOSTO SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (214593.10787229188 8277298.018748593)
Paradas de onibus.fid-70332a8e_1869e51a008_5805,3047,LADO OPOSTO SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (215316.0205881804 8278042.545640438)
Paradas de onibus.fid-70332a8e_1869e51a008_5806,3048,LADO OPOSTO SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (215739.0754964722 8278471.420048875)
Paradas de onibus.fid-70332a8e_1869e51a008_5807,3050,LADO OPOSTO SITIO ACESSO SAO JOSE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (216797.34254749905 8279564.298009806)
Paradas de onibus.fid-70332a8e_1869e51a008_5808,3051,LADO OPOSTO SETOR DE CHACARAS RURAL QUINTAS DO VALE VERDE ENTRADA 4 DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (217208.89614852914 8279986.639166889)
Paradas de onibus.fid-70332a8e_1869e51a008_5809,3066,EM FRENTE ACESSO SITIO SAO JOSE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (216757.54526032624 8279556.583062314)
Paradas de onibus.fid-70332a8e_1869e51a008_580a,3067,SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (215771.88750110986 8278538.286584661)
Paradas de onibus.fid-70332a8e_1869e51a008_580b,3069,SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (214581.6807044564 8277314.078284113)
Paradas de onibus.fid-70332a8e_1869e51a008_580c,3068,SETOR DE CHACARAS - NUCLEO RURAL QUINTAS VALE VERDE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (215303.8951162601 8278059.306783307)
Paradas de onibus.fid-70332a8e_1869e51a008_580d,2825,LATO DO OPOSTO CR 76 LOTE 2 DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (216206.61889247416 8265045.911390205)
Paradas de onibus.fid-70332a8e_1869e51a008_580e,2757,LADO OPOSTO CR 72 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Habitual,POINT (215644.1005063884 8264935.361153762)
Paradas de onibus.fid-70332a8e_1869e51a008_580f,2766,CR 76 LOTE 2 DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (216228.8303039894 8265029.807823599)
Paradas de onibus.fid-70332a8e_1869e51a008_5810,2751,CR 31 NUMERO 49 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Placa,POINT (216196.3218639313 8265275.882121754)
Paradas de onibus.fid-70332a8e_1869e51a008_5811,2752,CR 35 NUMERO 15 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Placa,POINT (215917.84448467224 8265154.929927174)
Paradas de onibus.fid-70332a8e_1869e51a008_5812,2753,CR 72 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Placa,POINT (215632.01674888266 8264939.603377698)
Paradas de onibus.fid-70332a8e_1869e51a008_5813,2758,CR 70 NUMERO 120 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Placa,POINT (215907.00191866898 8265139.5592316035)
Paradas de onibus.fid-70332a8e_1869e51a008_5814,2767,LADO OPOSTO ESCOLA CLASSE SANTO DUMONT DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (216006.45190814423 8264849.568082445)
Paradas de onibus.fid-70332a8e_1869e51a008_5815,2824,EM FRENTE A  ESCOLA CLASSE SANTO DUMONT DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (216019.46179943136 8264839.992366851)
Paradas de onibus.fid-70332a8e_1869e51a008_5816,2759,CR 70 CASA 64 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Habitual,POINT (216155.85911096504 8265246.26026143)
Paradas de onibus.fid-70332a8e_1869e51a008_5817,7783,DF 130 - BAIRRO VALE DO AMANHECER - LADO OPOSTO A CR 91 - LOTE 01 A - ATACAD�O DAS LARANJAS,ATIVA,,Tipo C,POINT (215796.27282132785 8264383.988617414)
Paradas de onibus.fid-70332a8e_1869e51a008_5818,7788,DF 130 - BAIRRO VALE DO AMANHECER - CR 91 - LOTE 01 A - ATACAD�O DAS LARANJAS,ATIVA,,Tipo C,POINT (215799.55295615207 8264336.194137303)
Paradas de onibus.fid-70332a8e_1869e51a008_5819,2755,CR 84/85 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Habitual,POINT (215717.04742285504 8264601.048006139)
Paradas de onibus.fid-70332a8e_1869e51a008_581a,2768,CR 89 LOTE 1 DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (215792.3604243137 8264441.220351427)
Paradas de onibus.fid-70332a8e_1869e51a008_581b,2756,CR 81 NUMERO 19 B VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Padrão,POINT (215718.97650866385 8264665.934895636)
Paradas de onibus.fid-70332a8e_1869e51a008_581c,2823,LADO OPOSTO CR 89 LOTE 1 DF 130,ATIVA,SEM ESTRUTURA,Habitual,POINT (215828.20060100214 8264475.901243339)
Paradas de onibus.fid-70332a8e_1869e51a008_581d,2754,CR 79 VALE DO AMANHECER,ATIVA,SEM ESTRUTURA,Habitual,POINT (215706.02260335698 8264729.99831382)
Paradas de onibus.fid-70332a8e_1869e51a008_581e,7817,BAIRRO VILA DO BOA - RUA S�O LUCAS - CASA 51,ATIVA,,Tipo C,POINT (201178.80346626724 8242314.037940242)
Paradas de onibus.fid-70332a8e_1869e51a008_581f,7818,BAIRRO VILA DO BOA - RUA S�O LUCAS - CASA 211,ATIVA,,Tipo C,POINT (201066.09948896524 8242470.789676384)
Paradas de onibus.fid-70332a8e_1869e51a008_5820,7819,BAIRRO ITAIPU - EM FRENTE A PEC,ATIVA,,Tipo C,POINT (202277.5573266669 8242223.236049963)
Paradas de onibus.fid-70332a8e_1869e51a008_5821,7820,LADO OPOSTO AO BAIRRO ITAIPU - CHACARA 19,ATIVA,,Tipo C,POINT (202390.9026388597 8242477.349431341)
Paradas de onibus.fid-70332a8e_1869e51a008_5822,4386,VILA DO BOA - EF CERAMICA CANDEIAS RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (201422.33482243092 8242280.276183699)
Paradas de onibus.fid-70332a8e_1869e51a008_5823,4383,LADO OPOSTO JR ENTULHOS RUA NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (200980.52367902803 8243176.332106763)
Paradas de onibus.fid-70332a8e_1869e51a008_5824,4381,VILA DO BOA - LADO OPOSTO CASA 231 RUA NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (201036.21775071393 8242803.640641259)
Paradas de onibus.fid-70332a8e_1869e51a008_5825,4385,VILA DO BOA EM FRENTE  E.C  VILA DO BOA RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Placa,POINT (201123.7169394421 8242605.571418269)
Paradas de onibus.fid-70332a8e_1869e51a008_5826,4387,VILA DO BOA EM FRENTE LOTE 5 CASA 19 RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Placa,POINT (201879.69578898634 8241925.615324087)
Paradas de onibus.fid-70332a8e_1869e51a008_5827,4382,APOS A JR ENTULHOS RUA NACIONAL,ATIVA,SEM ESTRUTURA,Placa,POINT (200985.94362361205 8243163.209110358)
Paradas de onibus.fid-70332a8e_1869e51a008_5828,4384,VILA DO BOA CASA 231 RUA NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (201018.7794273384 8242756.542682725)
Paradas de onibus.fid-70332a8e_1869e51a008_5829,4380,VILA DO BOA LADO OPOSTO EC  VILA DO BOA RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Placa,POINT (201121.27998848353 8242624.904629301)
Paradas de onibus.fid-70332a8e_1869e51a008_582a,4379,VILA DO BOA - LADO OPOSTO CERAMICA CANDEIAS RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (201466.08661324036 8242239.971013358)
Paradas de onibus.fid-70332a8e_1869e51a008_582b,4378,LADO OPOSTO VILA DO BOA LOTE 05 CASA 19 RUA   NACIONAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (201873.9689225001 8241940.202350243)
Paradas de onibus.fid-70332a8e_1869e51a008_582c,7608,MANGUEIRAL - AV. MANGUEIRAL - QC 05 - LOTE 05,ATIVA,,Tipo C,POINT (198783.00505978707 8241247.687562889)
Paradas de onibus.fid-70332a8e_1869e51a008_582d,7609,MANGUEIRAL - AV. MANGUEIRAL - QC 04 - LOTE 04,ATIVA,,Tipo C,POINT (198765.35362472414 8241221.313696701)
Paradas de onibus.fid-70332a8e_1869e51a008_582e,6390,SETOR MANGUEIRAL - QC 04,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (198766.55860233994 8241217.514979873)
Paradas de onibus.fid-70332a8e_1869e51a008_582f,6391,SETOR MANGUEIRAL - QC 05,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (198779.39765494887 8241249.62198077)
Paradas de onibus.fid-70332a8e_1869e51a008_5830,7592,AV. SANTA MARIA - CL 211 - CONJUNTO I,ATIVA,,Tipo C,POINT (177843.55270570738 8227301.3427491225)
Paradas de onibus.fid-70332a8e_1869e51a008_5831,7593,AV. SANTA MARIA - QC 03 - BLOCO F,ATIVA,,Tipo C,POINT (177871.85770736414 8227270.295135199)
Paradas de onibus.fid-70332a8e_1869e51a008_5832,4258,LADO OPOSTO A QR 212 ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (177987.93411655317 8227609.644041066)
Paradas de onibus.fid-70332a8e_1869e51a008_5833,4331,LO QUADRA 211 CONJUNTO I STM,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (177865.7396029855 8227265.601261997)
Paradas de onibus.fid-70332a8e_1869e51a008_5834,6998,FRENTE A QUADRA 211 CONJUNTO I STM,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (177850.74400100502 8227298.150655537)
Paradas de onibus.fid-70332a8e_1869e51a008_5835,4293,EM FRENTE A QR 212 ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178009.97780241794 8227582.096635104)
Paradas de onibus.fid-70332a8e_1869e51a008_5837,4729,LADO OPOSTO ESTACO SENSORA DF-001,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (201348.91237942775 8258275.414741392)
Paradas de onibus.fid-70332a8e_1869e51a008_5838,4735,EM FRENTE A ANATEL DF-001,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (201741.60875938175 8257309.119669885)
Paradas de onibus.fid-70332a8e_1869e51a008_5839,4730,LADO OPOSTO A ANATEL DF-001,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (201734.5868393122 8257290.502706911)
Paradas de onibus.fid-70332a8e_1869e51a008_583a,4736,EM FRENTE ESTACO SENSORA DF-001,ATIVA,SEM ESTRUTURA,Habitual,POINT (201364.986946486 8258282.826680437)
Paradas de onibus.fid-70332a8e_1869e51a008_583b,1250,Lado Oposto a Quadra 01 Conj. C Casa 01 / Condominio Quintas do Sol Av. do Sol,ATIVA,SEM ESTRUTURA,Padrão,POINT (199713.75490312604 8242623.649091634)
Paradas de onibus.fid-70332a8e_1869e51a008_583c,1248,Lado Oposto a Entrada da Rua 101 / Condominio Quintas do Sol Av. do Sol,ATIVA,SEM ESTRUTURA,Placa,POINT (199650.45570577198 8242479.035614489)
Paradas de onibus.fid-70332a8e_1869e51a008_583d,1249,Em Frente a Endrada da Rua 101 / Condominio Quintas do Sol Av. do Sol,ATIVA,SEM ESTRUTURA,Placa,POINT (199666.5762022864 8242486.505995543)
Paradas de onibus.fid-70332a8e_1869e51a008_583e,1247,Lado Oposto ao Condominio Jardim Botanico VI - portaria II Av. do Sol,ATIVA,SEM ESTRUTURA,Tipo C,POINT (199519.20901798795 8242215.406383692)
Paradas de onibus.fid-70332a8e_1869e51a008_583f,1246,Condominio Jardim Botanico VI - portaria II Av. do Sol,ATIVA,SEM ESTRUTURA,Tipo C,POINT (199526.08965614083 8242205.072162659)
Paradas de onibus.fid-70332a8e_1869e51a008_5840,3038,APOS ENTRADA DF 128 BR 020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (212954.4328884877 8273665.3090692675)
Paradas de onibus.fid-70332a8e_1869e51a008_5841,7823,BR 020 - CONDOMINIO RESIDENCIAL MANS�ES ITIUIRA - MODULO 14,ATIVA,,Tipo C,POINT (212984.09701306763 8273615.024878233)
Paradas de onibus.fid-70332a8e_1869e51a008_5842,3026,ANTES ENTRADA DF 128 BR 020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (212984.8827715295 8273613.644604738)
Paradas de onibus.fid-70332a8e_1869e51a008_5843,3072,ESTANCIA MODULO 13 ANTES DO POSTO DE GASOLINA ALE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (213212.8363943349 8273500.563459065)
Paradas de onibus.fid-70332a8e_1869e51a008_5844,3073,SETOR DE MANSOES MESTRE DARMAS CHACARA 07 DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (213403.37561881886 8273169.764289363)
Paradas de onibus.fid-70332a8e_1869e51a008_5845,3074,RADAR ELETRONICO - ESTANCIA PLANALTINA MODULO A' DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (213478.66601827973 8272764.251928936)
Paradas de onibus.fid-70332a8e_1869e51a008_5846,3094,RADAR ELETRONICO - ESTANCIA PLANALTINA FRENTE AO PONTO DE APOIO COMUNITARIO DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (213504.80671452137 8272867.736447235)
Paradas de onibus.fid-70332a8e_1869e51a008_5847,3095,LADO OPOSTO ESTANCIA MODULO 13 APOS O POSTO DE GASOLINA ALE DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (213400.42024364893 8273222.68826463)
Paradas de onibus.fid-70332a8e_1869e51a008_5848,3096,ANTES CRUZAMENTO DF128/BR 020 DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (213244.08633859223 8273484.033026344)
Paradas de onibus.fid-70332a8e_1869e51a008_5849,3014,LADO OPOSTO CHACARA N. S. RAINHA DA PAZ DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (211127.20206596912 8269560.262101889)
Paradas de onibus.fid-70332a8e_1869e51a008_584a,3013,LAGOA JOAQUIM MEDEIROS DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (211425.57696438138 8269258.223157908)
Paradas de onibus.fid-70332a8e_1869e51a008_584b,2990,EM FRENTE A ENTRADA BICA DA SERRA DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (210856.72436182346 8269976.442876078)
Paradas de onibus.fid-70332a8e_1869e51a008_584c,2992,LADO OPOSTO LAGOA JOAQUIM MEDEIROS DF 230,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (211442.94794664177 8269226.40760782)
Paradas de onibus.fid-70332a8e_1869e51a008_584d,2991,FRENTE CHACARA N.S. RAINHA DA PAZ DF 230,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (211116.63029938855 8269546.604091542)
Paradas de onibus.fid-70332a8e_1869e51a008_584e,2993,ANTES CRUZAMENTO DF 230/128 LADO OPOSTO CHACARA SANTOS BICA DO DER DF 230,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (211889.4273801804 8268955.554282251)
Paradas de onibus.fid-70332a8e_1869e51a008_584f,3083,ANTES DO COLEGIO AGRICOLA DF 128,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (211405.40623322513 8268436.149915206)
Paradas de onibus.fid-70332a8e_1869e51a008_5850,3084,LADO OPOSTO COLEGIO AGRICOLA DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (211244.61803535017 8267154.446260554)
Paradas de onibus.fid-70332a8e_1869e51a008_5851,3085,APOS COLEGIO AGRICOLA DF 128,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (211463.8809564415 8268459.686908392)
Paradas de onibus.fid-70332a8e_1869e51a008_5852,3012,APOS CRUZAMENTO DF 230/128 FRENTE A CHACARA SANTOS BICA DO DER DF 230,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (211833.1312969922 8269012.132613971)
Paradas de onibus.fid-70332a8e_1869e51a008_5853,3015,LADO OPOSTO ENTRADA BICA DA SERRA DF 230,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (210861.91495343932 8270005.901942747)
Paradas de onibus.fid-70332a8e_1869e51a008_5854,7769,BR 020 - KM 21 - VILA NOVA ESPERAN�A - PASSARELA DE PEDESTRE,ATIVA,,Tipo C,POINT (212105.47632816504 8273111.978037528)
Paradas de onibus.fid-70332a8e_1869e51a008_5855,3039,LADO OPOSTO AO POSTO ITIQUIRA BR 020,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (212553.6889812834 8273429.1136558205)
Paradas de onibus.fid-70332a8e_1869e51a008_5856,3040,APOS O POSTO DE GASOLINA ITIQUIRA (LADO OPOSTO AO ANTERIOR) BR 020,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (212297.73012243496 8273275.982769706)
Paradas de onibus.fid-70332a8e_1869e51a008_5857,3041,LADO OPOSTO MESTRE DARMAS - APOS PASSARELA BR 020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (212038.12844524626 8273123.9440401625)
Paradas de onibus.fid-70332a8e_1869e51a008_5858,7824,BR 020 - CONDOMINIO RESIDENCIAL MESTRE DARMAS - MODULO D/F - PASSARELA DE PEDESTRE,ATIVA,,Tipo C,POINT (212029.11349164566 8273125.188529776)
Paradas de onibus.fid-70332a8e_1869e51a008_5859,7828,BR 020 - CONDOMINIO RESIDENCIAL MESTRE DARMAS - MODULO A- CASA 01 A,ATIVA,,Tipo C,POINT (212300.0804168458 8273287.949529094)
Paradas de onibus.fid-70332a8e_1869e51a008_585a,7829,BR 020 - CONDOMINIO RESIDENCIAL MESTRE DARMAS - MODULO D/F - PASSARELA DE PEDESTRE,ATIVA,,Tipo C,POINT (212028.53253896284 8273120.198228573)
Paradas de onibus.fid-70332a8e_1869e51a008_585b,3023,EM FRENTE MESTRE DARMAS - APOS PASSARELA BR 020,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (212101.2258586426 8273106.6856008535)
Paradas de onibus.fid-70332a8e_1869e51a008_585c,3024,ANTES POSTO DE GASOLINA ITIQUIRA BR 020,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (212408.3324337555 8273285.77275994)
Paradas de onibus.fid-70332a8e_1869e51a008_585d,3025,EM FRENTE POSTO ITIQUIRA BR 020,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (212621.623717675 8273412.109259062)
Paradas de onibus.fid-70332a8e_1869e51a008_585e,4517,KM 69 EM FRENTE ENTRADA CHACARA BELA VISTA DF 251,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (203584.05870065495 8235671.258228396)
